deal_id,org_id,loan_amount,ltv,dscr,borrower_credit_score,occupancy_rate,property_age,default_outcome,created_at
b0d05b79-4839-4677-a9fc-70b33c04e965,aee6ac5c-3ebe-4c27-b19d-147c65e15b0c,1582037.0,0.7426,1.2735,668,0.673,26,0,2025-04-07 12:39:59.587380
1fdd530e-f9b7-4d32-a459-5bc978d1d699,6d7f72dc-f39c-4ed2-9f4e-3332cd628383,2121276.0,0.4827,1.3062,727,0.8987,20,1,2025-09-28 12:39:59.587380
e7857cff-67f7-495f-b826-4e1990bdf84f,45d8e7bf-61a8-45ff-ac0d-d3e427ad25b3,476990.0,0.4741,1.2932,715,0.8915,33,0,2025-03-22 12:39:59.587380
eebd0981-000c-4ff5-981c-f211176e3c25,8a26b07e-592a-47a5-aea9-26da69fe7924,1150397.0,0.5488,1.8891,625,0.8637,20,0,2025-09-26 12:39:59.587380
767106cb-ff7b-48fd-8387-c71feb961835,8823f1ad-bdad-45d3-84b0-52800b7d6757,2215354.0,0.5138,1.6568,694,1.0,16,1,2025-04-29 12:39:59.587380
4318c060-c005-4276-b790-b6a6cce560e0,04e8a8f0-1567-4420-b0fd-3a815f77c5f2,627191.0,0.7987,1.5295,600,0.829,21,0,2025-08-21 12:39:59.587380
10aab1dd-e22d-4b1e-adbd-45f52e9a2c03,e3d3a8e9-8072-4b4a-a840-ba0e31546fe2,2886912.0,0.5377,1.1712,681,0.9617,41,0,2025-10-13 12:39:59.587380
6fe65e09-377f-4f82-b572-b7799e46661e,187efe29-dd9c-4a81-b799-8e806337ae0e,1087467.0,0.8403,1.7885,755,0.9285,31,0,2025-06-05 12:39:59.587380
98d04aa9-9562-4721-8a66-7750098d2c87,3302f30c-59ee-41b3-925f-e3140a595a02,1481116.0,0.5848,1.9461,642,1.0,29,0,2025-09-03 12:39:59.587380
c0343232-0b10-40f7-b51e-9489d58baca7,e20f9ac8-2dcf-48bd-aee5-e45bc817bb7c,1086306.0,0.5228,1.7854,646,0.8466,17,0,2025-11-05 12:39:59.587380
8726e925-4a5b-4cb4-b54a-5514ed8a41b2,3454e1f2-c5dd-482f-966b-83cacc63c96a,12638752.0,0.7659,0.8019,710,0.8414,12,1,2025-09-22 12:39:59.587380
b70d6c7a-3597-4e06-b93a-0e3e8030fbf3,5b5c241e-b710-4ba4-a41d-6818098164f1,1956177.0,0.7135,1.5637,618,0.9877,9,0,2025-09-29 12:39:59.587380
0d93056e-0fbe-4508-a14d-5ab13b6ccec1,c2a95bf7-9a7e-4645-9aac-027ddca53411,688513.0,0.6493,0.8614,654,0.934,16,0,2025-01-24 12:39:59.587380
3a926388-eb4c-4a10-980c-fbc85364f5eb,18392b28-24c5-4cfa-a3f4-40bdb43a938c,4513326.0,0.6721,1.1091,703,0.7764,45,1,2025-01-17 12:39:59.587380
6b065343-88e3-4db7-8e3e-3b735522c026,6ae3c53d-8829-43ae-912d-8dded29b442f,584877.0,0.7377,0.8714,654,0.8569,7,0,2025-10-06 12:39:59.587380
6882b34b-0cc6-4def-8857-3f9793820949,d3b0abe4-2cfe-4398-9e7e-36358d95e8a1,2443308.0,0.5414,1.5246,670,0.9309,39,1,2024-11-23 12:39:59.587380
9aa0cb68-0733-40a9-8900-51a03afcbe80,ae8bc700-b35d-4de5-b441-892f31d9e0b2,279380.0,0.8485,1.6239,709,0.967,37,1,2025-03-27 12:39:59.587380
338be5e4-df48-491b-8b67-21bec3338429,3ba16451-3c2c-4d1f-b3a8-e8a9b4a6de0c,525347.0,0.8399,0.9374,696,0.8457,26,1,2025-02-24 12:39:59.587380
94e49209-9ece-4816-8070-bd1590f4be20,b0566668-b57d-4c80-899e-e190e0bc2503,2414158.0,0.7101,1.2606,690,0.6669,48,0,2025-09-06 12:39:59.587380
31d3d6cc-da75-408d-9b21-518e1870c411,27039e7b-007d-4ab4-b306-b225a444d490,4149368.0,0.5298,1.3475,666,0.9419,13,0,2025-05-18 12:39:59.587380
b3896ec1-250c-4ec0-8147-488a47ba3bc1,b337efe9-841e-4258-9fb7-2691ef3cbd95,2353392.0,0.7221,1.2429,694,0.8024,45,0,2024-11-21 12:39:59.587380
499a6afa-a885-40e7-83dd-8ae8c22b6a3a,8fb53006-be7d-4b4c-8c39-b2a0c357898b,1766219.0,0.4789,0.9452,675,0.7386,22,1,2025-05-11 12:39:59.587380
d32e20c1-c2a3-4b1e-973b-fa013cfb7677,63700200-b80f-46d7-92e2-0e27c113151d,1467244.0,0.4623,1.3027,698,0.6734,33,0,2025-04-26 12:39:59.587380
76d97d3f-2e4c-4e34-8778-0986a1014559,b4ac256f-034c-45fc-84b6-286471c9fb8e,452018.0,0.5531,1.7014,660,0.9651,43,0,2025-10-31 12:39:59.587380
82aa35eb-f49f-410e-8112-c41615fb86c4,75b3725e-eb7f-4d1e-8870-0996c0442af8,965263.0,0.635,0.8852,672,0.9103,31,0,2025-04-13 12:39:59.587380
b5546a46-fab8-4f33-bc33-b14f75a09fef,f7ec47e7-bc71-4026-8767-8dd4f00b5ff0,1250884.0,0.7973,0.8962,640,0.8819,40,1,2025-04-07 12:39:59.587380
af895f01-4a50-403a-9f4c-065f0cec4282,f4e80fa4-25a7-410b-8d0b-da164e8e8868,5706533.0,0.7409,1.2257,678,1.0,49,1,2025-01-31 12:39:59.587380
65e0e633-0d60-4882-825d-fc5fb51b900b,0622fdd9-f175-48c5-a7c0-1959a4adf19c,2795770.0,0.7471,1.9301,647,0.951,21,1,2025-03-14 12:39:59.587380
cd52f4f2-4bf6-4641-9f23-014482c9ba1d,738c6e00-fefe-450c-9342-c1bd3e95a75a,340088.0,0.6202,1.6023,635,1.0,38,0,2024-11-22 12:39:59.587380
6b32359e-fad4-47ff-8c96-89772a7b1258,824be686-d59e-4e19-9fd4-322a79aed4e2,2741687.0,0.5884,1.6144,690,0.7886,7,0,2025-02-28 12:39:59.587380
a61f3909-f809-4947-9cf3-19972e64a423,93fdbbe5-3332-4312-a2d0-684aa49b287a,1349059.0,0.5984,1.2343,688,0.8972,9,0,2025-09-16 12:39:59.587380
c0c267cc-a658-4b09-8e43-63296ab9cdbb,ea79c7c6-9695-403b-b4b2-be8331854f0b,1007596.0,0.8451,1.5124,711,0.7707,18,0,2025-10-08 12:39:59.587380
45329d42-40df-495b-bd88-62e20925bca5,48acf201-339a-4f93-b331-6acb4ec8cbf8,3655255.0,0.466,0.8122,662,0.8816,7,0,2024-12-20 12:39:59.587380
24d2a95a-ca49-47d0-876a-931bf012049a,1753c8ca-4868-4823-acc8-d3f1f5459c12,5559393.0,0.7968,1.5633,696,0.8801,27,0,2025-05-04 12:39:59.587380
6737be7a-955d-4ffa-a67c-6c9aee919e60,08164202-8315-484d-996b-ea8a1c1d21ab,5031759.0,0.6815,1.8959,702,0.9501,43,0,2024-12-15 12:39:59.587380
90d75031-4785-4221-be29-317fb497ad2c,094acc25-318a-4cd1-9596-06876a378423,856648.0,0.6254,1.5351,697,0.9036,34,0,2025-09-24 12:39:59.587380
770b13f6-7cd1-49e2-9cb7-baa0c5a3ee76,f0ec6933-4072-47af-8e06-3e90c51aec45,1455395.0,0.7401,1.8484,646,0.9499,49,1,2025-10-12 12:39:59.587380
02fe2bf5-72a0-42f1-ba42-6be21e01cb97,0392c439-5b56-40c7-9446-02ef5f518ee6,2761442.0,0.6447,1.6688,685,0.9563,27,0,2025-08-07 12:39:59.587380
1fe2a465-6f96-4994-9428-5dc2486728c5,4d143c74-a97b-484e-86cf-7c877fa4999c,5259493.0,0.7994,0.9447,694,1.0,31,0,2025-10-01 12:39:59.587380
35eb76c8-9be1-4f9b-9888-6bac71fb1077,67fbb1e1-c50e-4b9e-ac74-bd0ef66d03aa,1227912.0,0.8103,1.8829,680,0.8748,14,0,2024-11-27 12:39:59.587380
d8e151e9-10f8-43f3-9352-a0ae00121b4a,cce2ca03-b7b5-4936-b15c-9ee5f8f2253c,1646794.0,0.6187,0.8797,596,0.8247,29,0,2024-12-14 12:39:59.587380
d4cc9a68-1cd8-4d1f-9e34-3031df940b97,8d36d7f8-d7c5-426c-b01f-e46d826b568f,655835.0,0.5607,1.4408,686,0.9197,17,0,2025-01-07 12:39:59.587380
f65b0951-f499-43b3-99cf-58e4806f4b81,9cb330d6-35e7-47bd-8daf-80e445e56161,599465.0,0.6869,0.9706,768,0.8358,20,0,2025-09-27 12:39:59.587380
00596a09-4790-433e-94ac-9db5605f5194,cb0c01da-cac4-40dc-8149-95c687101f1e,4468332.0,0.8149,0.814,665,1.0,45,0,2025-02-16 12:39:59.587380
5659dcfe-63df-4826-9db9-43b51dcb23cb,505953f1-3f66-4447-a0b2-42e794abebfa,7696221.0,0.5343,1.3064,650,0.8773,38,0,2025-01-06 12:39:59.587380
1ba6c6a4-b712-46da-841f-d6b789324cf4,70bf275a-149e-4a21-9582-5307f128137d,1845000.0,0.6992,1.154,694,0.8548,41,0,2025-09-11 12:39:59.587380
e3a0488e-1e45-4d4b-a6eb-4a1ecee4046d,624591f3-4d2a-4d87-8d6c-16131acc15d9,5408773.0,0.7026,1.3832,692,0.8623,26,0,2025-10-25 12:39:59.587380
0d3d7847-f4a5-419d-845c-25d16d124a09,348c0df7-4658-42ac-8039-cf7a6df0f45c,2846600.0,0.7432,1.4926,727,0.9575,21,0,2024-12-01 12:39:59.587380
88162ce4-182b-4f18-9873-85140971bf95,4c18bfef-7c5e-405e-bfad-820158d1567e,1040155.0,0.5026,0.8525,629,0.8874,27,0,2025-08-04 12:39:59.587380
77ee43f5-3858-4161-bf70-09fd1391d4c4,a36abd1a-57a1-4aa7-ae26-cef735fbef71,2845916.0,0.7363,0.9476,709,0.8487,40,0,2025-10-07 12:39:59.587380
011dbe52-d99e-48c7-9d20-0a530eba5d2f,4496cc50-d78c-474e-87f9-42c1e9fe5b07,9230618.0,0.8136,1.4704,703,1.0,13,0,2025-07-29 12:39:59.587380
ad11653f-91de-434d-9fe8-ea65bd781242,37af7fe6-107c-4e72-a152-b926b110ce38,1912982.0,0.5219,1.2118,674,0.8315,6,0,2025-08-13 12:39:59.587380
69698f2c-bf17-49d8-8279-0594ef07cc13,66f25309-bd2c-492a-89c6-e4aada3af8c4,9479514.0,0.545,1.675,693,0.9028,36,0,2025-01-09 12:39:59.587380
24d142b9-e0e3-4d54-95e0-c4b837d13d85,363aedf1-6ce3-472a-adb0-dfffbb035bf0,144387.0,0.8386,1.5827,721,0.9522,26,0,2025-05-12 12:39:59.587380
03ca9ca6-36ef-4978-a30b-945250c6c207,b5d2dceb-e0bf-4d85-b953-fbed1cd758e2,4510428.0,0.5224,1.8147,714,0.7695,47,0,2025-04-11 12:39:59.587380
65f3919c-d8bd-4776-9409-07d8da73442d,de998d64-0118-4668-886b-65bc21e96ba2,2163087.0,0.7918,1.631,634,0.9384,17,0,2025-10-16 12:39:59.587380
bd11ea84-9431-4d89-87b7-306fa80d7a99,0aa2cf08-b846-49b7-8d2c-01dc822da3e1,1470323.0,0.6469,1.3159,712,0.8156,12,0,2025-10-08 12:39:59.587380
12860fb1-6c03-4fbb-8139-de26cfa19c95,8e2fca85-782b-45f1-a535-cd79dcefb746,2173308.0,0.5489,1.6076,677,0.9658,5,0,2024-12-28 12:39:59.587380
cfa2d7c6-0a51-4121-abaa-f1fbf66a32cc,082af74c-b739-440d-9eea-d6cefe8bb25c,271694.0,0.7983,1.1305,682,0.823,21,0,2025-10-26 12:39:59.587380
c3cf244f-3787-49c2-9886-162e1dddf0e6,7d5ac643-5e46-4e26-93c1-c831094ea271,1591724.0,0.6281,1.1676,682,0.9554,16,1,2024-12-03 12:39:59.587380
0f4d6702-a806-4242-95ac-c966fa76ecac,d2473e8d-cf6c-4d94-b0e2-065edc61f952,2833753.0,0.6559,1.7468,673,0.9885,8,0,2025-05-01 12:39:59.587380
a0f7db6a-b1a8-448d-bed3-dab45e652e65,3db17d3e-f358-43e9-a694-eefff026fb48,8691830.0,0.5937,1.3357,727,0.9689,17,1,2025-08-27 12:39:59.587380
ce9ccaca-6c90-4eed-89f1-4fc39ba2dec5,f7ab214a-e888-4be7-9ef6-85c8909e9fd9,1180832.0,0.6872,1.7581,676,0.9201,35,0,2025-05-30 12:39:59.587380
7fd87b18-8488-45cd-9cc2-e15c04e600e7,6bcffdb7-bfc1-414d-87f8-4ca51a62ff95,883376.0,0.5154,1.7869,635,0.8815,45,0,2025-08-15 12:39:59.587380
5615d853-e509-4e25-9ce6-a15c441c84ec,afa664c9-ffe0-4e29-8119-62cdc0cacbfd,1200493.0,0.6064,1.8291,664,0.8539,11,0,2025-02-22 12:39:59.587380
7ed2767e-2a6c-481d-9566-a6fc4921a619,73822a21-2453-4966-9104-0f61e4a679df,4952495.0,0.8378,1.9,687,1.0,27,0,2025-04-19 12:39:59.587380
91e699fa-6ae4-4143-a342-8814c2e02316,7a4ea93e-ea70-4568-b5bc-a07359826d2e,2754513.0,0.5533,1.3172,729,0.844,28,0,2025-04-15 12:39:59.587380
be435cc8-5472-47dc-9ae1-1909691785b0,4db538ea-2f98-4666-a401-6205cc594525,1167342.0,0.7127,1.1826,704,0.817,9,0,2025-02-15 12:39:59.587380
91c335ae-f7fc-46cf-b97b-c92b69dbab55,aa5ea732-198a-4b7c-a659-9fc211e02ecb,3312678.0,0.5801,1.4986,645,0.9532,9,0,2025-02-23 12:39:59.587380
d1be8ff2-5329-4104-ba51-e306a6f3e3ee,65e9d37c-29f2-4d67-ab33-c3328bd72feb,2184893.0,0.7594,1.2454,779,0.8363,21,0,2025-02-13 12:39:59.587380
f751c4b0-f593-4ece-aa6e-c4bddfa9693d,d5045d4c-96a3-4120-a1d5-d2b381c54378,5223326.0,0.5023,1.5213,690,0.824,34,0,2024-12-06 12:39:59.587380
255facad-0e8f-495b-b5d1-879f5924b750,7329f7ce-0dda-47be-96d9-adbd6923d6c1,982590.0,0.8379,1.6467,731,0.7845,13,0,2025-04-13 12:39:59.587380
4b263439-bbec-4bb0-ab60-52ffeb0afb70,211618b5-fd94-4769-a650-7bcd0f4f6a9d,1428789.0,0.6315,1.6261,673,0.8614,10,0,2025-09-10 12:39:59.587380
d64d6e2d-73f6-46a1-8737-98ffb5c343c0,a1150d46-a8a9-417e-91cb-36e8393bd4b5,1339614.0,0.5444,1.2495,701,0.8934,29,0,2025-11-01 12:39:59.587380
066c7224-9e43-4342-b00e-dd59fe039eba,1cf042a5-4a65-40be-ae77-ee551985e165,458853.0,0.4794,1.0002,713,0.9194,23,0,2025-04-17 12:39:59.587380
147a56d1-720d-469e-a433-7bc8f8c94b28,3d1f45f9-f400-4f4b-a7fc-d8cd3995faf1,2666081.0,0.5179,1.3166,728,0.9761,20,0,2025-01-05 12:39:59.587380
272584b6-f51a-40d2-b6c1-0a94bee3092d,8f3d6b33-e6da-44fa-bd01-796d7aab4aa3,2574215.0,0.6579,0.9711,722,0.9422,25,0,2025-05-23 12:39:59.587380
63281ee6-d972-46c7-8cf4-b7ae80465cef,299a8b64-ab8b-4408-a0b6-0543a40d4035,1992924.0,0.5848,1.8681,714,0.8847,6,0,2025-03-02 12:39:59.587380
9141edd9-7611-4435-b8af-9969181895f4,22e61921-8a5c-437a-8525-2e7288abeefe,1568159.0,0.7816,1.2151,667,0.8841,14,1,2025-08-04 12:39:59.587380
113fcc24-c3a8-428b-bd05-4030e8e04750,880313bd-41ca-47ce-bdf9-7176352fee41,481484.0,0.6224,0.9854,657,0.9408,20,0,2025-10-28 12:39:59.587380
91ac86f4-b72a-455d-94ad-563973c2532a,f0cbe2b0-1fd3-40a5-a8db-bc8303c742ae,1301925.0,0.5495,0.8305,693,1.0,41,0,2025-04-30 12:39:59.587380
51aa4ee7-c1d6-451f-90e5-ecb3e463a2e9,ed7ee78e-3646-4c1c-a1c8-b4da02a97881,1407443.0,0.6969,1.575,717,0.9101,19,0,2025-02-28 12:39:59.587380
b1c4d224-0ea3-41f4-92ab-c01ec02ed4fa,3cd4cdc3-839f-4d67-8bb5-9e8b66478534,888885.0,0.7327,1.5643,671,0.8625,17,0,2025-03-14 12:39:59.587380
f7ee6227-d0ba-4499-a9af-70be003059ff,9c57c291-1ec2-4ce4-80d9-3cde21a13b1d,1687425.0,0.5168,1.2087,722,0.8206,17,1,2024-11-30 12:39:59.587380
04e22cab-2c84-40c8-b606-852bfe0c32ed,99704741-caed-40c5-b668-8024e173e61f,2969936.0,0.517,0.8861,738,0.7844,36,1,2025-03-09 12:39:59.587380
1f329764-4242-4a7c-a2e1-2b05b70014c3,69937f01-03c1-43bb-b7fe-6c3b77c7d754,13074651.0,0.4647,1.2916,643,0.9533,49,0,2025-07-31 12:39:59.587380
39ca2031-a717-40c2-b081-2e305f870b77,61b2900f-9272-43e6-a6e6-8381de11849e,2360957.0,0.7446,1.1735,646,0.9462,12,0,2025-05-15 12:39:59.587380
f082b68c-d0d2-445e-beec-04c2e624a8ea,4d85ac50-66c9-46e4-b55d-a83f2bbe92bc,2565209.0,0.7155,1.6125,674,0.9462,47,0,2025-06-11 12:39:59.587380
fdd71f7b-6b7e-4932-bb8b-90eab8572ff6,6144dc64-04d8-4a44-89ef-0d181f8242f0,1840512.0,0.6399,1.5269,692,0.8897,22,0,2025-01-30 12:39:59.587380
df6a1bcc-93b6-4634-8f16-ef9ed4995ed7,f5a460dd-0a70-438c-bd0b-23b9b6e734a7,291044.0,0.7877,1.2375,659,1.0,40,0,2025-05-28 12:39:59.587380
c4508a49-597a-4b2f-93b7-e4c7f3422461,fd885df8-d95f-4095-bd7f-fdf8bf94584e,1930879.0,0.7723,1.0615,734,0.8613,30,0,2025-09-27 12:39:59.587380
3e18b94a-c646-490b-8461-54fb01552c13,d217f018-8792-4bbf-b04b-a60130863c87,2105851.0,0.6841,1.9856,696,0.9764,14,0,2025-10-01 12:39:59.587380
d0c7765b-d22a-409d-bc1f-9df208f357d4,93f3773b-cc42-4a9e-9161-a5f179fbebb1,23283188.0,0.7973,1.3448,681,0.8969,35,0,2024-12-27 12:39:59.587380
9056dadd-aa33-4fa3-a848-d227ca64d6b5,2d8f8c6d-443b-4a06-adbb-b0d17b61060e,1635794.0,0.5323,1.6259,622,0.8513,37,0,2025-01-11 12:39:59.587380
2ad6f917-920e-4088-8482-740e459e7953,5ceaefd2-35b2-4e79-a9db-1021182d9cb1,2680590.0,0.4948,0.9687,627,0.9474,33,1,2025-04-06 12:39:59.587380
0feeef82-c59b-4a0c-a136-6b3f3cbf2688,86177423-1791-4e4a-8b47-37f6c3e8f76e,1915115.0,0.5579,1.3827,691,0.9328,9,0,2025-11-12 12:39:59.587380
bf5a9668-985a-4cd6-bb28-9f1a812da6aa,24b5c796-00a1-4f15-a6de-48a21f3e8fbe,616197.0,0.4728,0.833,594,0.9286,17,0,2025-04-27 12:39:59.587380
90af81e4-d465-46a6-a78d-c4b252103a45,d1ad8acf-d531-4519-a2b3-bfc602358faa,6217154.0,0.6625,1.4065,720,0.9065,5,0,2025-06-22 12:39:59.587380
b467d8d2-0a99-4795-9c18-74ab097199c2,7223047f-28f6-4038-a43c-a2579064815d,4205623.0,0.8246,1.9568,673,0.897,27,0,2025-10-16 12:39:59.587380
b45bf540-804f-47ec-8aec-7ad71e801147,28096cf1-beba-49fc-aaf2-c3fed6537097,4373315.0,0.4657,1.261,780,1.0,44,0,2024-12-06 12:39:59.587380
162db770-8330-45d9-bfc1-7a37367ccde0,737c725f-e336-4a28-8ecc-31fd0a8299fb,798598.0,0.4988,0.8468,772,0.9947,7,1,2024-12-10 12:39:59.587380
142fd151-c4fc-49ac-80dd-2d9ca59f01a4,8472d709-8ddc-44d0-a046-ef4828361a56,8062984.0,0.6309,0.8371,672,0.9578,7,0,2025-02-08 12:39:59.587380
6c46cc2e-82a8-4a21-aae8-40f40d2b48fc,3ef68a97-c823-4bda-8e6b-b7ae0b63c114,488038.0,0.8236,1.2656,675,0.9089,11,1,2025-10-03 12:39:59.587380
1a039e0d-5279-49c3-93d1-b56eb1e8be2b,e65bbaaa-53db-4df5-82f2-58877fd90184,3565651.0,0.5765,0.992,719,0.9806,40,0,2024-12-16 12:39:59.587380
5648da5c-ae50-41b0-8cd7-64e2e0238b3d,f1adedb4-d725-4fa4-9021-7b9c2932bb90,17724450.0,0.6529,0.828,748,0.9414,39,0,2025-06-19 12:39:59.587380
b4906de0-4896-4c99-8140-7bd57cac3f49,2962ac5b-bc33-4539-b9fb-4b7bfdbc115e,736352.0,0.4666,1.7075,614,0.9021,19,0,2024-12-03 12:39:59.587380
34fe3619-2c31-4e0c-aa18-d41b560343ba,eb8b56b5-1167-40c0-b687-be70cf140eba,1125460.0,0.5093,1.3502,608,0.8757,44,0,2025-05-19 12:39:59.587380
db0ac9ad-eadb-4191-89a6-0e2206541027,9ce499fe-0ded-4e24-9d35-2ba209830c57,2190524.0,0.8447,1.1471,655,0.8935,7,1,2025-01-02 12:39:59.587380
50eeeed4-0430-46e8-a2c2-d44ec1e74136,fcb3002d-83a3-4815-84ef-60b4e3c5d527,1198432.0,0.836,1.8801,703,0.6464,33,0,2024-12-23 12:39:59.587380
ccec61a5-9f1e-4e36-af83-4e25cbcdb1d4,17349925-794f-43eb-ba81-2e9c409a8b61,420558.0,0.452,0.9394,699,0.9168,34,1,2025-05-30 12:39:59.587380
6f81b898-d41e-408d-88c6-0337cd985508,333d43df-4d70-429f-8184-5b7c6abb420c,2123472.0,0.8307,1.9471,722,0.8609,43,0,2025-07-13 12:39:59.587380
7ef5bc44-a915-4fdd-8478-9fa91ef7f7b9,629b4a32-d623-4206-ab50-aa8cd034532e,685358.0,0.7056,1.1768,632,1.0,22,0,2025-08-31 12:39:59.587380
5294d3bd-9677-4743-b779-afad9eb4ab36,d50c8092-abff-4a9f-983f-21b497e77b5b,3183820.0,0.7972,1.8661,587,0.9015,15,0,2025-03-19 12:39:59.587380
212d224b-f3c3-45b2-be83-0028c0c5d98c,1b1a3f7a-6a36-441f-a967-7207f9aa438b,790622.0,0.6319,1.5235,714,0.8049,47,0,2025-03-09 12:39:59.587380
4b185eda-829f-40bd-9e5b-aab478a92aff,178cd174-c802-44e5-972a-cb48762e2cad,9341098.0,0.6562,1.792,646,0.896,42,0,2025-02-23 12:39:59.587380
03793e01-3c01-4607-918a-c860aee0e76c,709de3be-74f8-4ea1-89a9-c7276c0d7acf,905957.0,0.6455,1.9808,599,0.8163,44,0,2025-03-06 12:39:59.587380
1a649896-3db4-41ef-a9e3-8f304bc4551f,de6ded66-f1a1-467d-815f-5e6ed081425c,1436814.0,0.7167,1.1461,685,0.9379,5,1,2024-11-21 12:39:59.587380
85b51340-0d4b-4fc0-8e86-d7070596257d,953f52c8-6466-4775-9cab-ebbd0b6aa0e2,4472764.0,0.5059,1.9534,711,0.9233,33,0,2025-07-25 12:39:59.587380
e2ff383c-e026-4155-8207-76eafefdd5cf,c40f47fa-68a1-490f-8769-a6428e47bed1,579045.0,0.462,1.2674,675,0.9766,14,0,2025-05-17 12:39:59.587380
c04e71bc-0b7b-4873-abd8-a21e72960c0b,9aa6a650-d88b-45dc-b09f-212496f646bf,2489170.0,0.5732,1.2626,661,0.8367,32,1,2025-05-09 12:39:59.587380
976f01d3-4f19-4405-9fb1-865c4b329d90,ad2117be-7400-4049-a98c-c05613498407,7327484.0,0.7319,1.2085,673,0.9027,35,0,2025-01-09 12:39:59.587380
a15d930d-6c65-4c7f-9072-cfefee10db2a,cdf186ac-8d3c-47b3-ab19-28b543498667,397328.0,0.5307,1.4497,665,0.7908,23,0,2025-04-20 12:39:59.587380
6d398635-d37d-4b10-a2c9-383d4514322f,93f53876-51c5-4a23-a2d1-6ba236130ff1,2384819.0,0.7194,0.985,626,0.9561,7,0,2025-03-24 12:39:59.587380
